pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
28,5.85,9,11,2,1441624500,41.879255084,-87.642648998,41.89321636,-87.63784421,1.3,,17031081800,Credit Card,,300,8,2.0
28,6.85,5,17,5,1431018900,41.879255084,-87.642648998,41.89321636,-87.63784421,1.4,,17031081800,Cash,Northwest Management LLC,480,8,0.0
28,6.65,4,16,5,1396542600,41.879255084,-87.642648998,41.89321636,-87.63784421,1.3,,17031081800,Cash,,480,8,0.0
28,16.85,2,21,7,1361048400,41.879255084,-87.642648998,41.942577185,-87.647078509,0.0,,17031062000,Credit Card,Dispatch Taxi Affiliation,960,6,0.0
28,15.85,6,0,7,1370651400,41.879255084,-87.642648998,41.942577185,-87.647078509,6.3,,17031062000,Credit Card,,840,6,0.0
28,16.05,7,1,3,1436230800,41.879255084,-87.642648998,41.942577185,-87.647078509,6.4,,17031062000,Cash,Taxi Affiliation Services,1080,6,0.0
28,7.25,3,12,1,1427631300,41.879255084,-87.642648998,41.898331794,-87.620762865,1.7,,17031081300,Cash,,480,8,0.0
28,8.25,3,10,2,1427709600,41.879255084,-87.642648998,41.898331794,-87.620762865,0.0,,17031081300,Credit Card,Blue Ribbon Taxi Association Inc.,660,8,2.0
28,10.65,8,16,4,1408550400,41.879255084,-87.642648998,41.898331794,-87.620762865,2.7,,17031081300,Cash,Taxi Affiliation Services,1020,8,0.0
28,9.05,4,19,2,1428953400,41.879255084,-87.642648998,41.90749193,-87.63576009,2.3,,17031080300,Credit Card,,840,8,2.0
28,10.25,1,16,5,1452184200,41.879255084,-87.642648998,41.90749193,-87.63576009,2.3,,17031080300,Credit Card,,900,8,1.5
28,8.05,1,19,2,1358797500,41.879255084,-87.642648998,41.90749193,-87.63576009,22.0,,17031080300,Cash,Taxi Affiliation Services,480,8,0.0
28,8.65,6,18,7,1371925800,41.879255084,-87.642648998,41.90749193,-87.63576009,2.5,,17031080300,Cash,,600,8,0.0
28,8.85,2,15,1,1423407600,41.879255084,-87.642648998,41.90749193,-87.63576009,0.0,,17031080300,Credit Card,Taxi Affiliation Services,720,8,2.0
28,8.65,12,21,5,1386279900,41.879255084,-87.642648998,41.90749193,-87.63576009,0.0,,17031080300,Cash,Northwest Management LLC,720,8,0.0
28,22.05,10,16,6,1445013900,41.879255084,-87.642648998,41.979912445,-87.664188242,0.5,,17031030800,Cash,Taxi Affiliation Services,1440,77,0.0
28,4.45,12,10,4,1450260000,41.879255084,-87.642648998,41.867902418,-87.642958665,0.0,,17031841900,Cash,Dispatch Taxi Affiliation,240,28,0.0
28,5.45,5,11,1,1399808700,41.879255084,-87.642648998,41.867902418,-87.642958665,0.9,,17031841900,Cash,Taxi Affiliation Services,240,28,0.0
28,3.85,12,14,2,1385995500,41.879255084,-87.642648998,41.867902418,-87.642958665,0.0,,17031841900,Cash,Taxi Affiliation Services,120,28,0.0
28,5.45,3,9,7,1426930200,41.879255084,-87.642648998,41.867902418,-87.642958665,0.9,,17031841900,Cash,Dispatch Taxi Affiliation,300,28,0.0
28,5.05,7,9,3,1373360400,41.879255084,-87.642648998,41.867902418,-87.642958665,0.0,,17031841900,Cash,Blue Ribbon Taxi Association Inc.,240,28,0.0
28,6.65,3,13,4,1426078800,41.879255084,-87.642648998,41.867902418,-87.642958665,1.4,,17031841900,Cash,,480,28,0.0
28,4.65,10,18,5,1414087200,41.879255084,-87.642648998,41.867902418,-87.642958665,0.6,,17031841900,Cash,Taxi Affiliation Services,180,28,0.0
28,10.75,3,10,3,1458038700,41.879255084,-87.642648998,41.867902418,-87.642958665,2.5,,17031841900,Cash,Taxi Affiliation Services,780,28,0.0
28,10.25,12,19,2,1451331000,41.879255084,-87.642648998,41.87866742,-87.671653621,1.5,,17031838100,Credit Card,Choice Taxi Association,1200,28,0.0
28,7.65,4,9,3,1430211600,41.879255084,-87.642648998,41.904935302,-87.649907226,2.0,,17031842200,Cash,Taxi Affiliation Services,540,8,0.0
28,6.65,3,11,7,1393672500,41.879255084,-87.642648998,41.904935302,-87.649907226,1.7,,17031842200,Credit Card,Dispatch Taxi Affiliation,360,8,1.0
28,8.65,11,16,4,1446652800,41.879255084,-87.642648998,41.904935302,-87.649907226,2.1,,17031842200,Credit Card,,720,8,2.0
58,5.25,1,8,6,1422002700,41.817366208,-87.698860797,41.817366208,-87.698860797,1.1,,,Cash,,0,58,0.0
7,11.05,8,0,1,1440288000,41.929046937,-87.651310877,41.972437081,-87.671109526,0.0,,17031031000,Cash,Northwest Management LLC,1020,3,0.0
7,7.25,9,1,1,1442107800,41.929046937,-87.651310877,41.949060526,-87.661642904,0.1,,17031061200,Credit Card,Taxi Affiliation Services,480,6,2.0
7,6.25,12,20,3,1419972300,41.929046937,-87.651310877,41.914747305,-87.654007029,1.1,,17031832600,Credit Card,Taxi Affiliation Services,420,7,2.0
7,6.65,7,19,5,1373571000,41.929046937,-87.651310877,41.914747305,-87.654007029,0.0,,17031832600,Cash,Taxi Affiliation Services,480,7,0.0
7,8.25,2,3,6,1360899000,41.929046937,-87.651310877,41.958154876,-87.653021789,2.5,,17031032100,Cash,Northwest Management LLC,600,3,0.0
7,9.65,9,0,7,1379724300,41.929046937,-87.651310877,41.958154876,-87.653021789,3.06,,17031032100,Cash,,720,3,0.0
7,10.05,10,2,7,1382148000,41.929046937,-87.651310877,41.921778188,-87.651061884,0.27,,17031071100,Cash,,840,7,0.0
7,5.45,2,19,7,1393096500,41.929046937,-87.651310877,41.921778188,-87.651061884,0.08,,17031071100,Cash,,300,7,0.0
7,5.85,11,1,1,1416705300,41.929046937,-87.651310877,41.916473316,-87.641183657,0.8,,17031071600,Cash,,360,7,0.0
7,4.65,4,2,7,1398478500,41.929046937,-87.651310877,41.934762456,-87.639853859,0.0,,17031063302,Credit Card,Taxi Affiliation Services,180,6,1.0
7,4.65,9,20,6,1410552000,41.929046937,-87.651310877,41.936159071,-87.661265218,0.7,,17031062800,Credit Card,,120,6,2.0
7,4.05,3,1,7,1362188700,41.929046937,-87.651310877,41.921701492,-87.655911848,0.5,,17031071000,Cash,,120,7,0.0
7,7.45,2,21,3,1360704600,41.929046937,-87.651310877,41.905857769,-87.630865027,1.8,,17031080202,Cash,,540,8,0.0
7,5.05,11,1,1,1384047900,41.929046937,-87.651310877,41.934659157,-87.646729729,1.0,,17031063400,Cash,Northwest Management LLC,180,6,0.0
7,5.25,1,2,1,1358044200,41.929046937,-87.651310877,41.934659157,-87.646729729,0.9,,17031063400,Cash,,240,6,0.0
7,11.85,8,22,5,1440713700,41.929046937,-87.651310877,41.884987192,-87.620992913,4.5,,17031320100,Credit Card,,660,32,2.0
7,14.65,1,23,1,1421017200,41.929046937,-87.651310877,41.880994471,-87.632746489,5.5,,17031839100,Credit Card,,1020,32,3.0
7,9.45,1,21,5,1389301200,41.929046937,-87.651310877,41.88528132,-87.6572332,0.0,,17031833000,Cash,Taxi Affiliation Services,780,28,0.0
7,4.85,7,1,5,1372900500,41.929046937,-87.651310877,41.92926299,-87.635890954,0.0,,17031070101,Credit Card,Taxi Affiliation Services,240,7,2.0
7,4.85,11,19,6,1385752500,41.929046937,-87.651310877,41.92926299,-87.635890954,0.0,,17031070101,Cash,Taxi Affiliation Services,240,7,0.0
7,4.45,2,15,7,1392478200,41.929046937,-87.651310877,41.921854911,-87.646210977,0.0,,17031071200,Cash,Blue Ribbon Taxi Association Inc.,180,7,0.0
7,6.45,10,20,6,1445632200,41.929046937,-87.651310877,41.907412816,-87.640901525,1.6,,17031080400,Credit Card,Taxi Affiliation Services,360,8,2.0
7,9.45,5,2,7,1431741600,41.929046937,-87.651310877,41.911972301,-87.683642922,0.1,,17031240500,Cash,Taxi Affiliation Services,540,24,0.0
7,7.85,7,3,7,1437190200,41.929046937,-87.651310877,41.949139771,-87.656803909,1.7,,17031061100,Cash,Taxi Affiliation Services,600,6,0.0
7,4.05,11,1,4,1383702300,41.929046937,-87.651310877,41.929046937,-87.651310877,0.4,,17031070300,Cash,,60,7,0.0
7,3.25,12,23,2,1417474800,41.929046937,-87.651310877,41.929046937,-87.651310877,0.0,,17031070300,Cash,Taxi Affiliation Services,0,7,0.0
7,3.25,8,22,1,1409523300,41.929046937,-87.651310877,41.929046937,-87.651310877,0.0,,17031070300,Cash,Taxi Affiliation Services,0,7,0.0
7,4.65,11,2,1,1416104100,41.929046937,-87.651310877,41.928763006,-87.665676837,0.0,,17031070600,Credit Card,Taxi Affiliation Services,180,7,2.0
7,7.05,1,23,6,1357945200,41.929046937,-87.651310877,41.928763006,-87.665676837,0.0,,17031070600,Cash,Blue Ribbon Taxi Association Inc.,540,7,0.0
7,10.65,3,2,1,1396146600,41.929046937,-87.651310877,41.892072635,-87.628874157,3.6,,17031081600,Cash,Dispatch Taxi Affiliation,660,8,0.0
7,10.25,4,0,7,1366417800,41.929046937,-87.651310877,41.89967018,-87.669837798,0.0,,17031242100,No Charge,Dispatch Taxi Affiliation,780,24,0.0
7,12.05,7,18,7,1406400300,41.929046937,-87.651310877,41.89967018,-87.669837798,3.3,,17031242100,Credit Card,,1200,24,2.0
7,12.05,12,0,1,1418516100,41.929046937,-87.651310877,41.980157574,-87.652274017,4.3,,17031030706,Cash,Dispatch Taxi Affiliation,720,77,0.0
7,9.85,3,0,1,1395535500,41.929046937,-87.651310877,41.898331794,-87.620762865,3.1,,17031081300,Cash,,660,8,0.0
7,9.65,3,22,7,1395528300,41.929046937,-87.651310877,41.898331794,-87.620762865,2.8,,17031081300,Cash,Choice Taxi Association,720,8,0.0
7,6.65,4,19,2,1365450300,41.929046937,-87.651310877,41.90749193,-87.63576009,1.6,,17031080300,Cash,Dispatch Taxi Affiliation,360,8,0.0
7,7.45,10,23,6,1382744700,41.929046937,-87.651310877,41.91922505,-87.671445766,0.0,,17031832300,Cash,Taxi Affiliation Services,480,22,0.0
7,6.85,3,20,6,1364589000,41.928763006,-87.665676837,,,1.75,,,Credit Card,,480,,2.0
7,7.45,2,0,7,1391820300,41.928763006,-87.665676837,41.914747305,-87.654007029,2.1,,17031832600,Cash,,540,7,0.0
7,9.45,3,0,1,1395533700,41.928763006,-87.665676837,41.899589796,-87.674719134,2.8,,17031242200,Cash,Dispatch Taxi Affiliation,720,24,0.0
7,10.85,5,12,1,1400417100,41.928763006,-87.665676837,41.88528132,-87.6572332,3.4,,17031833000,Cash,,840,28,0.0
7,7.05,4,21,6,1396645200,41.928763006,-87.665676837,41.907412816,-87.640901525,0.1,,17031080400,Cash,Taxi Affiliation Services,480,8,0.0
7,11.25,1,2,1,1420941600,41.928763006,-87.665676837,41.900221297,-87.629105186,3.8,,17031081100,Credit Card,Choice Taxi Association,960,8,2.45
24,8.85,7,20,1,1406491200,41.908378669,-87.670945075,41.892507781,-87.626214906,2.6,,17031081500,Cash,,420,8,0.0
24,10.25,11,23,5,1415921400,41.908378669,-87.670945075,41.892042136,-87.63186395,3.4,,17031081700,Credit Card,Taxi Affiliation Services,600,8,2.55
24,8.05,3,22,5,1364509800,41.908378669,-87.670945075,41.914616286,-87.631717366,2.0,,17031071500,Cash,,540,7,0.0
24,10.45,7,23,6,1374276600,41.908378669,-87.670945075,41.938391258,-87.63857492,0.0,,17031063200,Cash,Taxi Affiliation Services,960,6,0.0
24,13.05,4,14,7,1367071200,41.908378669,-87.670945075,41.877406123,-87.621971652,4.1,,17031320400,Credit Card,Dispatch Taxi Affiliation,1200,32,2.0
24,10.25,3,16,7,1364056200,41.908378669,-87.670945075,41.916473316,-87.641183657,0.1,,17031071600,Cash,Taxi Affiliation Services,1020,7,0.0
24,6.25,3,20,6,1426277700,41.908378669,-87.670945075,41.921273105,-87.68508211,1.4,,17031221600,Cash,Dispatch Taxi Affiliation,420,22,0.0
24,8.44,8,23,7,1376780400,41.908378669,-87.670945075,41.900221297,-87.629105186,2.4,,17031081100,Cash,,600,8,0.0
24,10.05,11,1,5,1417052700,41.908378669,-87.670945075,41.900221297,-87.629105186,0.1,,17031081100,Cash,Taxi Affiliation Services,840,8,0.0
24,9.25,4,14,1,1398609900,41.908378669,-87.670945075,41.879255084,-87.642648998,0.1,,17031281900,Cash,Taxi Affiliation Services,660,28,0.0
24,10.85,9,0,2,1409529600,41.908378669,-87.670945075,41.94258518,-87.656644092,0.2,,17031062200,Cash,Taxi Affiliation Services,900,6,0.0
24,9.85,1,22,7,1358030700,41.908378669,-87.670945075,41.885300022,-87.642808466,2.6,,17031280100,Cash,,900,28,0.0
24,10.4,2,2,1,1361069100,41.908378669,-87.670945075,41.933785052,-87.72205233,3.5,,17031210502,Cash,,720,21,0.0
24,10.25,2,18,7,1361040300,41.908378669,-87.670945075,41.899155613,-87.626210532,0.0,,17031081201,No Charge,Choice Taxi Association,1020,8,0.0
24,6.65,1,1,7,1390007700,41.908378669,-87.670945075,41.892276708,-87.679397479,0.4,,17031243000,Cash,Choice Taxi Association,480,24,0.0
24,8.45,10,2,1,1413081900,41.908378669,-87.670945075,41.90749193,-87.63576009,2.1,,17031080300,Cash,Taxi Affiliation Services,660,8,0.0
24,8.65,2,21,7,1393104600,41.908378669,-87.670945075,41.90749193,-87.63576009,2.0,,17031080300,Cash,Taxi Affiliation Services,660,8,0.0
64,9.45,4,1,7,1398475800,41.779582888,-87.768510849,,,0.0,,,Cash,Taxi Affiliation Services,840,,0.0
8,5.05,12,2,1,1450576800,41.902788048,-87.62614559,41.892507781,-87.626214906,0.0,,17031081500,Credit Card,Taxi Affiliation Services,300,8,4.0
8,4.85,8,16,5,1438876800,41.902788048,-87.62614559,41.892507781,-87.626214906,0.0,,17031081500,Cash,Taxi Affiliation Services,300,8,0.0
8,5.25,7,15,3,1404226800,41.902788048,-87.62614559,41.892507781,-87.626214906,0.7,,17031081500,Cash,,300,8,0.0
8,5.65,8,8,2,1407140100,41.902788048,-87.62614559,41.892042136,-87.63186395,1.2,,17031081700,Cash,,240,8,0.0
8,6.65,6,15,3,1372175100,41.902788048,-87.62614559,41.892042136,-87.63186395,0.0,,17031081700,Cash,Northwest Management LLC,480,8,0.0
8,8.25,8,19,6,1407524400,41.902788048,-87.62614559,41.93057857,-87.642206313,0.0,,17031070102,Cash,Blue Ribbon Taxi Association Inc.,660,7,0.0
8,37.65,4,14,7,1398520800,41.902788048,-87.62614559,41.97907082,-87.903039661,1.1,,17031980000,Credit Card,Taxi Affiliation Services,2160,76,0.0
8,37.45,10,13,1,1382880600,41.902788048,-87.62614559,41.97907082,-87.903039661,0.0,,17031980000,Credit Card,Choice Taxi Association,2400,76,4.0
8,40.45,5,8,3,1400572800,41.902788048,-87.62614559,41.97907082,-87.903039661,17.8,,17031980000,Cash,Taxi Affiliation Services,4260,76,0.0
8,36.85,6,18,1,1401648300,41.902788048,-87.62614559,41.97907082,-87.903039661,17.9,,17031980000,Credit Card,,1860,76,9.71
8,36.25,4,10,7,1365243300,41.902788048,-87.62614559,41.97907082,-87.903039661,18.1,,17031980000,Credit Card,,1440,76,7.85
8,40.45,4,7,2,1429514100,41.902788048,-87.62614559,41.97907082,-87.903039661,17.6,,17031980000,Credit Card,,4380,76,6.37
8,37.45,7,10,7,1373710500,41.902788048,-87.62614559,41.97907082,-87.903039661,18.3,,17031980000,Cash,,1560,76,0.0
8,9.25,12,20,5,1481229000,41.902788048,-87.62614559,41.921778356,-87.641459759,2.1,,17031071300,Cash,,660,7,0.0
8,9.25,6,0,1,1466899200,41.902788048,-87.62614559,41.914747305,-87.654007029,2.1,,17031832600,Cash,Dispatch Taxi Affiliation,720,7,0.0
8,7.45,10,18,6,1382121900,41.902788048,-87.62614559,41.877406123,-87.621971652,0.0,,17031320400,Cash,Choice Taxi Association,600,32,0.0
8,7.25,2,11,3,1393326900,41.902788048,-87.62614559,41.877406123,-87.621971652,1.7,,17031320400,Cash,,480,32,0.0
8,9.05,9,18,2,1412016300,41.902788048,-87.62614559,41.921701492,-87.655911848,2.3,,17031071000,Cash,,780,7,0.0
8,10.65,2,11,7,1423309500,41.902788048,-87.62614559,41.859349715,-87.617358006,2.9,,17031330100,Cash,,960,33,0.0
8,11.25,8,13,3,1438694100,41.902788048,-87.62614559,41.859349715,-87.617358006,3.2,,17031330100,Cash,Choice Taxi Association,1080,33,0.0
8,9.45,3,23,7,1363474800,41.902788048,-87.62614559,41.899589796,-87.674719134,0.1,,17031242200,Cash,Taxi Affiliation Services,780,24,0.0
8,5.65,10,18,5,1414692900,41.902788048,-87.62614559,41.907520075,-87.6266589,0.8,,17031080100,Cash,,300,8,0.0
8,4.25,2,19,6,1393614900,41.902788048,-87.62614559,41.907520075,-87.6266589,0.0,,17031080100,Cash,Taxi Affiliation Services,120,8,0.0
8,7.45,11,14,6,1415371500,41.902788048,-87.62614559,41.922082541,-87.634156093,1.8,,17031071400,Credit Card,Taxi Affiliation Services,600,7,3.0
8,13.85,12,21,3,1388524500,41.902788048,-87.62614559,41.890922026,-87.618868355,2.1,,17031081403,Cash,,1800,8,0.0
8,5.25,2,23,5,1362092400,41.902788048,-87.62614559,41.890922026,-87.618868355,0.0,,17031081403,Cash,Taxi Affiliation Services,240,8,0.0
8,8.44,12,21,1,1450646100,41.902788048,-87.62614559,41.884987192,-87.620992913,1.9,,17031320100,Credit Card,,780,32,2.0
8,7.25,5,19,1,1401046200,41.902788048,-87.62614559,41.884987192,-87.620992913,1.6,,17031320100,Cash,,540,32,0.0
8,6.85,6,22,2,1433803500,41.902788048,-87.62614559,41.884987192,-87.620992913,1.6,,17031320100,Cash,Taxi Affiliation Services,480,32,0.0
8,6.85,4,17,3,1398188700,41.902788048,-87.62614559,41.884987192,-87.620992913,1.5,,17031320100,Cash,Taxi Affiliation Services,420,32,0.0
8,8.85,7,14,7,1436625900,41.902788048,-87.62614559,41.884987192,-87.620992913,1.6,,17031320100,Cash,,840,32,0.0
8,11.25,6,9,3,1435656600,41.902788048,-87.62614559,41.880994471,-87.632746489,0.1,,17031839100,Credit Card,Taxi Affiliation Services,1140,32,3.0
8,10.05,2,8,6,1392366600,41.902788048,-87.62614559,41.880994471,-87.632746489,2.2,,17031839100,Credit Card,,1020,32,2.0
8,7.25,8,20,6,1438978500,41.902788048,-87.62614559,41.880994471,-87.632746489,1.4,,17031839100,Cash,Dispatch Taxi Affiliation,600,32,0.0
8,8.25,8,9,5,1375350300,41.902788048,-87.62614559,41.880994471,-87.632746489,17.0,,17031839100,Credit Card,Taxi Affiliation Services,720,32,1.75
8,8.44,4,19,2,1428348600,41.902788048,-87.62614559,41.92926299,-87.635890954,2.7,,17031070101,Credit Card,,420,7,2.0
8,7.85,2,22,6,1393626600,41.902788048,-87.62614559,41.891971508,-87.612945414,1.9,,17031081402,Cash,,600,8,0.0
8,7.85,7,22,7,1405203300,41.902788048,-87.62614559,41.891971508,-87.612945414,0.0,,17031081402,Credit Card,Taxi Affiliation Services,600,8,4.0
8,6.45,3,23,6,1394235000,41.902788048,-87.62614559,41.891971508,-87.612945414,1.3,,17031081402,Cash,,360,8,0.0
8,10.65,3,18,4,1394044200,41.902788048,-87.62614559,41.936310131,-87.651562592,3.1,,17031063000,Cash,Top Cab Affiliation,1020,6,0.0
8,8.85,10,8,3,1444121100,41.902788048,-87.62614559,41.906650766,-87.66533766,2.2,,17031241600,Cash,KOAM Taxi Association,720,24,0.0
8,13.05,5,13,6,1401455700,41.902788048,-87.62614559,41.879066994,-87.657005027,3.3,,17031833100,Credit Card,Taxi Affiliation Services,1320,28,3.9
8,21.25,7,21,6,1405113300,41.902788048,-87.62614559,41.991234532,-87.65730427,7.3,,17031030101,Cash,Dispatch Taxi Affiliation,1680,77,0.0
8,17.25,7,19,6,1405710900,41.902788048,-87.62614559,41.949220914,-87.651970395,0.45,,17031061000,Cash,,2160,6,0.0
8,10.85,5,10,4,1431512100,41.902788048,-87.62614559,41.879255084,-87.642648998,0.0,,17031281900,Credit Card,Choice Taxi Association,1080,28,2.15
8,9.25,5,15,6,1399043700,41.902788048,-87.62614559,41.879255084,-87.642648998,2.3,,17031281900,Credit Card,Dispatch Taxi Affiliation,780,28,2.0
8,5.25,8,18,5,1471545000,41.902788048,-87.62614559,41.902788048,-87.62614559,0.6,,17031081202,Cash,,240,8,0.0
8,3.25,8,19,5,1439493300,41.902788048,-87.62614559,41.902788048,-87.62614559,0.0,,17031081202,Cash,Choice Taxi Association,0,8,0.0
8,12.45,8,22,6,1439592300,41.902788048,-87.62614559,41.902788048,-87.62614559,4.9,,17031081202,Credit Card,,600,8,3.6
8,20.25,4,21,7,1428787800,41.902788048,-87.62614559,42.016010564,-87.680162272,8.9,,17031010201,Credit Card,Northwest Management LLC,1200,1,4.25
8,6.85,9,22,6,1442614500,41.902788048,-87.62614559,41.892072635,-87.628874157,1.1,,17031081600,Cash,,540,8,0.0
8,18.05,3,19,3,1427831100,41.902788048,-87.62614559,41.958055933,-87.660389456,7.1,,17031830700,Credit Card,,1260,3,9.0
8,6.05,7,12,6,1405081800,41.902788048,-87.62614559,41.89503345,-87.619710672,0.0,,17031081401,Cash,Blue Ribbon Taxi Association Inc.,480,8,0.0
8,5.45,1,11,4,1358334000,41.902788048,-87.62614559,41.89503345,-87.619710672,0.7,,17031081401,Cash,,300,8,0.0
8,5.25,7,21,4,1437601500,41.902788048,-87.62614559,41.89503345,-87.619710672,0.7,,17031081401,Cash,Top Cab Affiliation,300,8,0.0
8,8.25,9,21,4,1378935000,41.902788048,-87.62614559,41.870607372,-87.622172937,2.3,,17031320600,Credit Card,,480,32,2.0
8,4.05,10,15,7,1414251900,41.902788048,-87.62614559,41.899155613,-87.626210532,0.2,,17031081201,Cash,,120,8,0.0
8,4.65,10,12,7,1413030600,41.902788048,-87.62614559,41.899155613,-87.626210532,0.7,,17031081201,Cash,Choice Taxi Association,180,8,0.0
8,4.85,7,19,2,1406574900,41.902788048,-87.62614559,41.899155613,-87.626210532,0.6,,17031081201,Cash,Choice Taxi Association,240,8,0.0
8,30.45,10,12,3,1381839300,41.902788048,-87.62614559,41.785998518,-87.750934289,0.0,,17031980100,Cash,Taxi Affiliation Services,1740,56,0.0
8,6.0,12,15,7,1481384700,41.902788048,-87.62614559,41.89321636,-87.63784421,0.8,,17031081800,Cash,,420,8,0.0
8,8.45,7,19,4,1438197300,41.902788048,-87.62614559,41.89321636,-87.63784421,0.0,,17031081800,Cash,Taxi Affiliation Services,840,8,0.0
8,5.25,3,15,1,1364138100,41.902788048,-87.62614559,41.90749193,-87.63576009,0.7,,17031080300,Credit Card,Dispatch Taxi Affiliation,300,8,2.0
8,14.45,12,18,1,1419184800,41.902788048,-87.62614559,41.87866742,-87.671653621,5.3,,17031838100,Cash,Top Cab Affiliation,1020,28,0.0
60,8.45,12,9,6,1386925200,41.836150155,-87.648787952,41.857183858,-87.620334624,2.1,,,Cash,Taxi Affiliation Services,600,33,0.0
60,10.85,11,20,3,1447185600,41.836150155,-87.648787952,41.817366208,-87.698860797,0.0,,,Cash,Taxi Affiliation Services,840,58,0.0
60,4.25,5,4,6,1431664200,41.836150155,-87.648787952,41.836150155,-87.648787952,0.0,,,Cash,Chicago Elite Cab Corp. (Chicago Carriag,0,60,0.0
60,12.25,12,17,7,1419702300,41.836150155,-87.648787952,41.874005383,-87.66351755,0.2,,,Cash,Taxi Affiliation Services,960,28,0.0
39,12.65,5,10,5,1430992800,41.805911699,-87.587479258,41.859349715,-87.617358006,0.2,,17031330100,Cash,Taxi Affiliation Services,720,33,0.0
1,9.45,11,1,5,1417052700,42.001698194,-87.673574032,41.972929317,-87.650290074,0.0,,17031031300,Cash,Dispatch Taxi Affiliation,720,3,0.0
41,19.65,7,18,6,1404499500,41.790506261,-87.583143717,41.892507781,-87.626214906,8.4,,17031081500,Credit Card,Dispatch Taxi Affiliation,1080,8,2.0
41,18.45,12,15,7,1451143800,41.790506261,-87.583143717,41.879255084,-87.642648998,7.7,,17031281900,Cash,,960,28,0.0
41,3.25,7,14,7,1437833700,41.790506261,-87.583143717,41.790506261,-87.583143717,0.0,,17031411000,Cash,Taxi Affiliation Services,0,41,0.0
41,21.25,3,14,5,1426775400,41.790506261,-87.583143717,41.892072635,-87.628874157,8.7,,17031081600,Cash,,1320,8,0.0
41,20.45,7,18,7,1404585000,41.790506261,-87.583143717,41.89503345,-87.619710672,8.2,,17031081401,Credit Card,Taxi Affiliation Services,1260,8,4.45
41,21.65,5,15,6,1400254200,41.790506261,-87.583143717,41.899155613,-87.626210532,0.5,,17031081201,Cash,Taxi Affiliation Services,1680,8,0.0
41,22.45,6,15,2,1435591800,41.790506261,-87.583143717,41.89321636,-87.63784421,0.0,,17031081800,Credit Card,Taxi Affiliation Services,1260,8,3.0
3,10.25,10,0,7,1443832200,41.972709547,-87.657341107,41.93057857,-87.642206313,0.0,,17031070102,Cash,Northwest Management LLC,540,7,0.0
3,5.25,11,1,1,1446341400,41.972709547,-87.657341107,41.962178629,-87.645378762,0.0,,17031031400,Cash,Blue Ribbon Taxi Association Inc.,360,3,0.0
3,7.85,2,19,2,1393268400,41.972709547,-87.657341107,41.97681175,-87.701941074,0.0,,17031040300,Credit Card,Taxi Affiliation Services,480,4,2.0
3,7.05,11,23,7,1385247600,41.972709547,-87.657341107,41.979912445,-87.664188242,1.9,,17031030800,Cash,Taxi Affiliation Services,420,77,0.0
5,11.05,9,21,7,1411852500,41.947791586,-87.683834942,42.001571027,-87.695012589,3.8,,,Cash,Northwest Management LLC,720,2,0.0
5,9.25,4,20,3,1396383300,41.947791586,-87.683834942,41.901206994,-87.676355989,2.8,,,Cash,Taxi Affiliation Services,720,24,0.0
5,7.85,3,18,1,1426445100,41.947791586,-87.683834942,41.901206994,-87.676355989,2.0,,,Cash,,540,24,0.0
5,11.05,4,23,3,1397603700,41.947791586,-87.683834942,41.901206994,-87.676355989,3.8,,,Cash,,720,24,0.0
5,8.44,8,4,1,1376195400,41.947791586,-87.683834942,41.901206994,-87.676355989,2.7,,,Cash,,420,24,0.0
5,19.25,9,22,5,1411079400,41.947791586,-87.683834942,41.878865584,-87.625192142,7.8,,,Cash,Taxi Affiliation Services,1380,32,0.0
5,16.65,12,15,6,1450451700,41.947791586,-87.683834942,42.009622881,-87.670166857,6.4,,,Credit Card,Taxi Affiliation Services,1260,1,2.0
5,6.25,12,16,4,1418833800,41.947791586,-87.683834942,41.96581197,-87.655878786,0.0,,,Cash,Taxi Affiliation Services,360,3,0.0
5,8.44,4,23,5,1366932600,41.947791586,-87.683834942,41.96581197,-87.655878786,2.2,,,Cash,,660,3,0.0
5,9.65,6,15,5,1371135600,41.947791586,-87.683834942,41.96581197,-87.655878786,3.0,,,Cash,,720,3,0.0
5,11.65,5,23,4,1368661500,41.947791586,-87.683834942,41.924347077,-87.734739754,3.5,,,Cash,Dispatch Taxi Affiliation,900,20,0.0
5,11.45,11,7,5,1385019000,41.947791586,-87.683834942,41.924347077,-87.734739754,3.6,,,Cash,,900,20,0.0
5,5.85,11,6,2,1414996200,41.947791586,-87.683834942,41.938666196,-87.711210593,0.9,,,Cash,,360,21,0.0
5,11.85,1,21,6,1422049500,41.947791586,-87.683834942,41.899602111,-87.633308037,0.2,,,Cash,Taxi Affiliation Services,660,8,0.0
5,16.45,3,22,2,1393886700,41.947791586,-87.683834942,41.899602111,-87.633308037,6.6,,,Cash,,960,8,0.0
5,19.45,4,22,2,1429569900,41.947791586,-87.683834942,41.899602111,-87.633308037,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,1440,8,0.0
5,16.25,9,18,6,1409940900,41.947791586,-87.683834942,41.899602111,-87.633308037,5.0,,,Cash,Taxi Affiliation Services,1800,8,0.0
